HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Israel,Austria,2015,0,1,1
China PR,Australia,2015,1,1,2
Slovenia,Iceland,2015,0,6,6
Slovakia,Moldova,2015,4,0,4
Macedonia,Scotland,2015,1,4,5
Portugal,Republic of Ireland,2015,1,2,3
Finland,Spain,2015,1,2,3
Romania,Albania,2015,3,0,3
Ukraine,France,2015,0,3,3
Sweden,Denmark,2015,1,0,1
Czech Republic,Italy,2015,0,3,3
Switzerland,Georgia,2015,4,0,4
Serbia,Estonia,2015,3,0,3
Bosnia and Herzegovina,Belgium,2015,0,5,5
Australia,England,2015,0,1,1
Turkey,Russia,2015,0,0,0
Serbia,Bosnia and Herzegovina,2015,0,1,1
Macedonia,Belarus,2015,0,2,2
Republic of Ireland,Spain,2015,0,3,3
Portugal,Montenegro,2015,6,1,7
Slovakia,Denmark,2015,0,1,1
Wales,Kazakhstan,2015,4,0,4
Greece,Romania,2015,1,3,4
Albania,France,2015,0,6,6
Moldova,Poland,2015,1,3,4
Northern Ireland,Switzerland,2015,1,8,9
Scotland,Macedonia,2015,10,0,10
Hungary,Russia,2015,0,1,1
England,Bosnia and Herzegovina,2015,1,0,1
Croatia,Turkey,2015,3,0,3
Belgium,Serbia,2015,1,1,2
Spain,Portugal,2015,2,0,2
Greece,France,2015,0,3,3
Moldova,Slovakia,2015,0,4,4
Switzerland,Czech Republic,2015,5,1,6
Israel,Wales,2015,2,2,4
United States,Trinidad and Tobago,2015,0,0,0
Canada,Mexico,2015,3,0,3
Brazil,Trinidad and Tobago,2015,11,0,11
United States,Trinidad and Tobago,2015,6,0,6
Brazil,Mexico,2015,6,0,6
Trinidad and Tobago,Canada,2015,0,4,4
United States,China PR,2015,2,0,2
Trinidad and Tobago,Mexico,2015,0,3,3
Brazil,Canada,2015,2,1,3
United States,China PR,2015,0,1,1
Mexico,Trinidad and Tobago,2015,2,1,3
Brazil,Canada,2015,3,1,4
China PR,Mexico,2016,0,0,0
South Korea,Vietnam,2016,5,0,5
Mexico,South Korea,2016,2,0,2
China PR,Vietnam,2016,8,0,8
United States,Republic of Ireland,2016,5,0,5
Montenegro,Spain,2016,0,7,7
Greece,Albania,2016,3,2,5
China PR,South Korea,2016,2,0,2
Mexico,Vietnam,2016,1,0,1
United States,Costa Rica,2016,5,0,5
United States,Mexico,2016,1,0,1
United States,Puerto Rico,2016,10,0,10
United States,Trinidad and Tobago,2016,5,0,5
United States,Canada,2016,2,0,2
Iceland,Belgium,2016,2,1,3
Canada,Denmark,2016,0,1,1
Portugal,Russia,2016,0,1,1
Brazil,New Zealand,2016,1,0,1
Austria,Republic of Ireland,2016,2,0,2
Hungary,Italy,2016,0,2,2
Wales,Finland,2016,2,2,4
Poland,Czech Republic,2016,1,0,1
Germany,France,2016,1,0,1
United States,England,2016,1,0,1
Tanzania,Zimbabwe,2016,1,2,3
Albania,Ukraine,2016,0,4,4
Canada,Belgium,2016,1,0,1
Denmark,Iceland,2016,1,4,5
New Zealand,Russia,2016,0,0,0
Portugal,Brazil,2016,1,3,4
Austria,Hungary,2016,2,1,3
Italy,Republic of Ireland,2016,1,1,2
Wales,Poland,2016,1,1,2
Finland,Czech Republic,2016,1,3,4
Mali,Morocco,2016,0,0,0
Senegal,Guinea,2016,1,0,1
Burkina Faso,Tunisia,2016,0,0,0
Botswana,Mauritius,2016,7,0,7
Zambia,Namibia,2016,3,1,4
Libya,Egypt,2016,0,8,8
Algeria,Ethiopia,2016,1,0,1
United States,France,2016,1,0,1
Germany,England,2016,2,1,3
Denmark,Belgium,2016,1,2,3
Canada,Iceland,2016,1,0,1
Brazil,Russia,2016,3,0,3
Portugal,New Zealand,2016,0,1,1
Italy,Austria,2016,0,0,0
Republic of Ireland,Hungary,2016,0,1,1
Finland,Poland,2016,0,1,1
Czech Republic,Wales,2016,1,0,1
Greece,Ukraine,2016,1,3,4
Portugal,Denmark,2016,1,3,4
Belgium,Russia,2016,5,0,5
Iceland,New Zealand,2016,1,1,2
Canada,Brazil,2016,2,1,3
France,England,2016,0,0,0
United States,Germany,2016,2,1,3
Republic of Ireland,Finland,2016,2,0,2
Hungary,Wales,2016,2,1,3
Italy,Czech Republic,2016,3,1,4
Austria,Poland,2016,2,1,3
Namibia,Zambia,2016,2,2,4
Morocco,Mali,2016,1,2,3
Guinea,Senegal,2016,1,0,1
Tunisia,Burkina Faso,2016,2,0,2
Mauritius,Botswana,2016,0,4,4
Zimbabwe,Tanzania,2016,1,1,2
Egypt,Libya,2016,4,0,4
Ethiopia,Algeria,2016,1,1,2
Israel,Norway,2016,0,1,1
Austria,Kazakhstan,2016,6,1,7
Mali,Equatorial Guinea,2016,1,1,2
Zimbabwe,Zambia,2016,1,0,1
Tunisia,Ghana,2016,1,2,3
United States,Colombia,2016,7,0,7
Montenegro,Republic of Ireland,2016,0,5,5
Poland,Denmark,2016,0,0,0
Egypt,Ivory Coast,2016,1,0,1
Scotland,Slovenia,2016,3,1,4
Portugal,Spain,2016,1,4,5
Ukraine,Albania,2016,2,0,2
Romania,France,2016,0,1,1
Slovakia,Sweden,2016,0,3,3
Turkey,Germany,2016,0,6,6
Hungary,Croatia,2016,2,0,2
England,Belgium,2016,1,1,2
Algeria,Kenya,2016,2,2,4
Senegal,Nigeria,2016,1,1,2
Switzerland,Italy,2016,2,1,3
Botswana,South Africa,2016,0,2,2
United States,Colombia,2016,3,0,3
Austria,Norway,2016,0,1,1
Equatorial Guinea,Mali,2016,2,1,3
Zambia,Zimbabwe,2016,2,3,5
France,Ukraine,2016,4,0,4
Ivory Coast,Egypt,2016,2,1,3
Belarus,Iceland,2016,0,5,5
Slovenia,Macedonia,2016,8,1,9
Montenegro,Finland,2016,1,7,8
Spain,Republic of Ireland,2016,3,0,3
Slovakia,Poland,2016,2,1,3
Germany,Croatia,2016,2,0,2
Russia,Hungary,2016,3,3,6
Czech Republic,Georgia,2016,4,1,5
Italy,Northern Ireland,2016,3,1,4
Bosnia and Herzegovina,England,2016,0,1,1
Belgium,Estonia,2016,6,0,6
Kazakhstan,Wales,2016,0,4,4
Kenya,Algeria,2016,1,1,2
Nigeria,Senegal,2016,2,0,2
Ghana,Tunisia,2016,4,0,4
South Africa,Botswana,2016,3,0,3
Albania,Romania,2016,0,3,3
Poland,Sweden,2016,0,4,4
Denmark,Slovakia,2016,4,0,4
Russia,Turkey,2016,2,0,2
Kazakhstan,Israel,2016,1,0,1
Norway,Austria,2016,2,2,4
United States,Japan,2016,3,3,6
Macedonia,Slovenia,2016,0,9,9
Scotland,Iceland,2016,0,4,4
Finland,Republic of Ireland,2016,4,1,5
Montenegro,Portugal,2016,0,3,3
France,Greece,2016,1,0,1
Northern Ireland,Georgia,2016,4,0,4
Estonia,Belgium,2016,0,5,5
Czech Republic,Switzerland,2016,0,5,5
England,Serbia,2016,7,0,7
United States,Japan,2016,0,0,0
Sweden,Moldova,2016,6,0,6
Turkey,Hungary,2016,2,1,3
Croatia,Russia,2016,0,3,3
Estonia,Bosnia and Herzegovina,2016,0,1,1
Austria,Israel,2016,4,0,4
Belarus,Scotland,2016,0,1,1
Iceland,Macedonia,2016,8,0,8
Finland,Portugal,2016,0,0,0
Republic of Ireland,Montenegro,2016,9,0,9
Ukraine,Greece,2016,2,0,2
Denmark,Poland,2016,6,0,6
Georgia,Italy,2016,0,7,7
Czech Republic,Northern Ireland,2016,3,0,3
Serbia,England,2016,0,7,7
Wales,Norway,2016,0,2,2
United States,South Africa,2016,1,0,1
United States,Costa Rica,2016,4,0,4
Northern Ireland,Czech Republic,2016,1,1,2
Sweden,South Africa,2016,1,0,1
Brazil,China PR,2016,3,0,3
Canada,Australia,2016,2,0,2
Zimbabwe,Germany,2016,1,6,7
United States,New Zealand,2016,2,0,2
France,Colombia,2016,4,0,4
South Africa,China PR,2016,0,2,2
Brazil,Sweden,2016,5,1,6
Canada,Zimbabwe,2016,3,1,4
Germany,Australia,2016,2,2,4
United States,France,2016,1,0,1
Colombia,New Zealand,2016,0,1,1
Brazil,South Africa,2016,0,0,0
China PR,Sweden,2016,0,0,0
Germany,Canada,2016,1,2,3
Australia,Zimbabwe,2016,6,1,7
Colombia,United States,2016,2,2,4
New Zealand,France,2016,0,3,3
United States,Sweden,2016,1,1,2
China PR,Germany,2016,0,1,1
Canada,France,2016,1,0,1
Brazil,Australia,2016,0,0,0
Brazil,Sweden,2016,0,0,0
Canada,Germany,2016,0,2,2
Brazil,Canada,2016,1,2,3
Sweden,Germany,2016,1,2,3
Belarus,Macedonia,2016,6,2,8
Spain,Montenegro,2016,13,0,13
Romania,Ukraine,2016,2,1,3
Sweden,Slovakia,2016,2,1,3
Moldova,Denmark,2016,0,5,5
Georgia,Switzerland,2016,0,3,3
Serbia,Belgium,2016,1,3,4
England,Estonia,2016,5,0,5
Norway,Kazakhstan,2016,10,0,10
Wales,Israel,2016,3,0,3
United States,Thailand,2016,9,0,9
Iceland,Slovenia,2016,4,0,4
Portugal,Finland,2016,3,2,5
Russia,Germany,2016,0,4,4
Northern Ireland,Italy,2016,0,3,3
United States,Netherlands,2016,3,1,4
Norway,Israel,2016,5,0,5
Belarus,Slovenia,2016,2,0,2
Iceland,Scotland,2016,1,2,3
Spain,Finland,2016,5,0,5
Republic of Ireland,Portugal,2016,0,1,1
Romania,Greece,2016,4,0,4
France,Albania,2016,6,0,6
Poland,Moldova,2016,4,0,4
Denmark,Sweden,2016,2,0,2
Hungary,Germany,2016,0,1,1
Russia,Croatia,2016,5,0,5
Switzerland,Northern Ireland,2016,4,0,4
Italy,Czech Republic,2016,3,1,4
Bosnia and Herzegovina,Serbia,2016,2,4,6
Belgium,England,2016,0,2,2
Wales,Austria,2016,0,0,0
United States,Switzerland,2016,4,0,4
Denmark,Uzbekistan,2016,2,1,3
China PR,Iceland,2016,2,2,4
Portugal,Romania,2016,0,0,0
China PR,Uzbekistan,2016,4,1,5
Denmark,Iceland,2016,1,0,1
United States,Switzerland,2016,5,1,6
Iceland,Uzbekistan,2016,1,0,1
China PR,Denmark,2016,1,0,1
Romania,Portugal,2016,1,1,2
United States,Romania,2016,8,1,9
United States,Romania,2016,5,0,5
Cameroon,Egypt,2016,2,0,2
South Africa,Zimbabwe,2016,0,0,0
Nigeria,Mali,2016,6,0,6
Ghana,Kenya,2016,3,1,4
Cameroon,South Africa,2016,1,0,1
Zimbabwe,Egypt,2016,0,1,1
Nigeria,Ghana,2016,1,1,2
Kenya,Mali,2016,1,3,4
Cameroon,Zimbabwe,2016,2,0,2
Egypt,South Africa,2016,0,5,5
Kenya,Nigeria,2016,0,4,4
Mali,Ghana,2016,1,3,4
Cameroon,Ghana,2016,1,0,1
Nigeria,South Africa,2016,1,0,1
Ghana,South Africa,2016,1,0,1
Cameroon,Nigeria,2016,0,1,1
Italy,Russia,2016,3,0,3
Brazil,Costa Rica,2016,6,0,6
Italy,Costa Rica,2016,3,0,3
Brazil,Russia,2016,4,0,4
Costa Rica,Russia,2016,1,3,4
Brazil,Italy,2016,3,1,4
Russia,Costa Rica,2016,1,0,1
Brazil,Italy,2016,5,3,8
Myanmar,Ukraine,2017,0,4,4
China PR,Thailand,2017,2,0,2
China PR,Myanmar,2017,2,0,2
Ukraine,Thailand,2017,0,1,1
Thailand,Myanmar,2017,3,0,3
China PR,Ukraine,2017,5,0,5
Portugal,Russia,2017,0,1,1
Denmark,Canada,2017,0,1,1
Japan,Spain,2017,1,2,3
Norway,Iceland,2017,1,1,2
Netherlands,China PR,2017,1,0,1
Australia,Sweden,2017,0,1,1
England,France,2017,1,2,3
United States,Germany,2017,1,0,1
North Korea,Italy,2017,3,0,3
Belgium,Switzerland,2017,2,2,4
New Zealand,Scotland,2017,2,3,5
South Korea,Austria,2017,0,0,0
Czech Republic,Republic of Ireland,2017,0,2,2
Hungary,Wales,2017,0,2,2
Russia,Canada,2017,1,2,3
Portugal,Denmark,2017,0,6,6
Japan,Iceland,2017,2,0,2
Spain,Norway,2017,3,0,3
Australia,Netherlands,2017,3,2,5
China PR,Sweden,2017,0,0,0
Switzerland,North Korea,2017,1,0,1
Italy,Belgium,2017,1,4,5
Austria,New Zealand,2017,3,0,3
Scotland,South Korea,2017,0,2,2
Wales,Czech Republic,2017,0,0,0
Republic of Ireland,Hungary,2017,0,0,0
France,Germany,2017,0,0,0
United States,England,2017,0,1,1
Russia,Denmark,2017,1,6,7
Portugal,Canada,2017,0,0,0
Norway,Japan,2017,0,2,2
Iceland,Spain,2017,0,0,0
China PR,Australia,2017,1,2,3
Sweden,Netherlands,2017,0,1,1
Italy,Switzerland,2017,0,6,6
North Korea,Belgium,2017,4,1,5
Austria,Scotland,2017,1,3,4
New Zealand,South Korea,2017,0,2,2
Republic of Ireland,Wales,2017,1,0,1
Czech Republic,Hungary,2017,1,2,3
Germany,England,2017,1,0,1
United States,France,2017,0,3,3
Portugal,Norway,2017,0,2,2
Iceland,China PR,2017,2,1,3
Sweden,Russia,2017,4,0,4
Japan,Netherlands,2017,2,3,5
Australia,Denmark,2017,1,1,2
Spain,Canada,2017,1,0,1
Italy,Czech Republic,2017,6,2,8
New Zealand,Hungary,2017,3,1,4
Belgium,Austria,2017,1,1,2
Scotland,Wales,2017,0,0,0
North Korea,Republic of Ireland,2017,2,0,2
Switzerland,South Korea,2017,1,0,1
Bahrain,Jordan,2017,0,6,6
Tajikistan,Iraq,2017,1,0,1
Philippines,United Arab Emirates,2017,4,0,4
North Korea,India,2017,8,0,8
Hong Kong,Uzbekistan,2017,1,2,3
Palestine,Thailand,2017,0,6,6
Iran,Myanmar,2017,0,2,2
Singapore,Syria,2017,1,0,1
Philippines,Iraq,2017,4,0,4
Tajikistan,Bahrain,2017,0,4,4
Jordan,United Arab Emirates,2017,6,0,6
North Korea,Hong Kong,2017,5,0,5
India,South Korea,2017,0,10,10
Palestine,Taiwan,2017,0,5,5
Singapore,Iran,2017,0,6,6
Vietnam,Syria,2017,11,0,11
Estonia,Latvia,2017,0,4,4
Georgia,Kazakhstan,2017,0,1,1
Albania,Kosovo,2017,3,2,5
Greece,Malta,2017,1,0,1
Moldova,Andorra,2017,4,0,4
Lithuania,Israel,2017,0,2,2
Turkey,Montenegro,2017,3,0,3
Faroe Islands,Luxembourg,2017,5,1,6
United States,Russia,2017,4,0,4
United Arab Emirates,Bahrain,2017,1,1,2
Tajikistan,Philippines,2017,0,8,8
Jordan,Iraq,2017,10,0,10
North Korea,South Korea,2017,1,1,2
Uzbekistan,India,2017,7,1,8
Thailand,Taiwan,2017,1,0,1
Myanmar,Syria,2017,14,0,14
Vietnam,Singapore,2017,8,0,8
Kazakhstan,Latvia,2017,2,2,4
Georgia,Estonia,2017,2,1,3
Greece,Kosovo,2017,6,0,6
Albania,Malta,2017,0,0,0
Lithuania,Moldova,2017,0,2,2
Israel,Andorra,2017,7,0,7
Faroe Islands,Montenegro,2017,2,1,3
Turkey,Luxembourg,2017,9,1,10
United States,Russia,2017,5,1,6
North Korea,Uzbekistan,2017,4,0,4
Hong Kong,South Korea,2017,0,6,6
Myanmar,Singapore,2017,6,0,6
Vietnam,Iran,2017,6,1,7
Iraq,United Arab Emirates,2017,0,3,3
Tajikistan,Jordan,2017,2,10,12
Philippines,Bahrain,2017,1,1,2
Estonia,Kazakhstan,2017,0,1,1
Georgia,Latvia,2017,1,1,2
Albania,Greece,2017,2,1,3
Kosovo,Malta,2017,1,3,4
Moldova,Israel,2017,0,0,0
Lithuania,Andorra,2017,2,0,2
Faroe Islands,Turkey,2017,2,1,3
Luxembourg,Montenegro,2017,1,7,8
India,Hong Kong,2017,2,0,2
South Korea,Uzbekistan,2017,4,0,4
Syria,Iran,2017,0,12,12
Vietnam,Myanmar,2017,2,0,2
Jordan,Philippines,2017,5,1,6
Tajikistan,United Arab Emirates,2017,0,1,1
Bahrain,Iraq,2017,4,0,4
Sweden,United States,2017,0,1,1
Norway,United States,2017,0,1,1
Netherlands,Norway,2017,1,0,1
Denmark,Belgium,2017,1,0,1
Italy,Russia,2017,1,2,3
Germany,Sweden,2017,0,0,0
Austria,Switzerland,2017,1,0,1
France,Iceland,2017,1,0,1
Spain,Portugal,2017,2,0,2
England,Scotland,2017,6,0,6
Norway,Belgium,2017,0,2,2
Netherlands,Denmark,2017,1,0,1
Sweden,Russia,2017,2,0,2
Germany,Italy,2017,2,1,3
Iceland,Switzerland,2017,1,2,3
France,Austria,2017,1,1,2
Scotland,Portugal,2017,1,2,3
England,Spain,2017,2,0,2
Netherlands,Belgium,2017,2,1,3
Norway,Denmark,2017,0,1,1
Russia,Germany,2017,0,2,2
Sweden,Italy,2017,2,3,5
Switzerland,France,2017,1,1,2
Iceland,Austria,2017,0,3,3
Portugal,England,2017,1,2,3
Scotland,Spain,2017,1,0,1
Brazil,Japan,2017,1,1,2
United States,Australia,2017,0,1,1
Netherlands,Sweden,2017,2,0,2
Germany,Denmark,2017,1,2,3
Austria,Spain,2017,0,0,0
England,France,2017,1,0,1
Japan,Australia,2017,2,4,6
United States,Brazil,2017,4,3,7
Denmark,Austria,2017,0,0,0
Netherlands,England,2017,3,0,3
Australia,Brazil,2017,6,1,7
United States,Japan,2017,3,0,3
Netherlands,Denmark,2017,4,2,6
Faroe Islands,Czech Republic,2017,0,8,8
Albania,Switzerland,2017,1,4,5
Poland,Belarus,2017,4,1,5
Norway,Northern Ireland,2017,4,1,5
Ukraine,Croatia,2017,1,1,2
Italy,Moldova,2017,5,0,5
United States,New Zealand,2017,3,1,4
Germany,Slovenia,2017,6,0,6
Kazakhstan,Wales,2017,0,1,1
Iceland,Faroe Islands,2017,8,0,8
England,Russia,2017,6,0,6
Belarus,Albania,2017,1,0,1
Switzerland,Poland,2017,2,1,3
Norway,Slovakia,2017,6,1,7
Northern Ireland,Republic of Ireland,2017,0,2,2
Hungary,Denmark,2017,1,6,7
Croatia,Sweden,2017,0,2,2
Czech Republic,Germany,2017,0,1,1
Romania,Italy,2017,0,1,1
Belgium,Moldova,2017,12,0,12
Serbia,Austria,2017,0,4,4
United States,New Zealand,2017,5,0,5
Belarus,Scotland,2017,1,2,3
Hungary,Croatia,2017,2,2,4
Serbia,Israel,2017,2,0,2
Brazil,Mexico,2017,3,0,3
China PR,North Korea,2017,1,2,3
United States,South Korea,2017,3,1,4
Sweden,Denmark,2017,3,0,3
Germany,Iceland,2017,2,3,5
Slovenia,Czech Republic,2017,0,4,4
Belgium,Romania,2017,3,2,5
Kazakhstan,Bosnia and Herzegovina,2017,0,2,2
Brazil,North Korea,2017,2,0,2
China PR,Mexico,2017,3,2,5
United States,South Korea,2017,6,0,6
Finland,Serbia,2017,1,0,1
Japan,Switzerland,2017,2,0,2
Israel,Spain,2017,0,6,6
Russia,Wales,2017,0,0,0
Scotland,Albania,2017,5,0,5
Slovakia,Republic of Ireland,2017,0,2,2
Netherlands,Norway,2017,1,0,1
Croatia,Denmark,2017,0,4,4
Sweden,Hungary,2017,5,0,5
Germany,Faroe Islands,2017,11,0,11
Czech Republic,Iceland,2017,1,1,2
Italy,Romania,2017,3,0,3
Portugal,Belgium,2017,0,1,1
Mexico,North Korea,2017,0,1,1
China PR,Brazil,2017,2,2,4
Canada,United States,2017,1,1,2
United States,Canada,2017,3,1,4
Austria,Israel,2017,2,0,2
Wales,Kazakhstan,2017,1,0,1
England,Bosnia and Herzegovina,2017,4,0,4
Albania,Poland,2017,1,4,5
Switzerland,Belarus,2017,3,0,3
Slovakia,Netherlands,2017,0,5,5
Hungary,Ukraine,2017,0,1,1
Slovenia,Faroe Islands,2017,5,0,5
Portugal,Moldova,2017,8,0,8
Serbia,Spain,2017,1,2,3
Finland,Israel,2017,4,0,4
Bosnia and Herzegovina,Wales,2017,0,1,1
England,Kazakhstan,2017,5,0,5
Switzerland,Albania,2017,5,1,6
Slovakia,Northern Ireland,2017,1,3,4
Netherlands,Republic of Ireland,2017,0,0,0
Romania,Moldova,2017,3,1,4
Portugal,Italy,2017,0,1,1
Spain,Austria,2017,4,0,4
Colombia,Thailand,2018,1,1,2
China PR,Vietnam,2018,4,0,4
China PR,Thailand,2018,2,1,3
Vietnam,Colombia,2018,0,2,2
United States,Denmark,2018,5,1,6
Israel,Finland,2018,0,0,0
Thailand,Vietnam,2018,2,0,2
China PR,Colombia,2018,2,0,2
Portugal,China PR,2018,2,1,3
Australia,Norway,2018,4,3,7
South Korea,Russia,2018,3,1,4
Canada,Sweden,2018,1,3,4
Japan,Netherlands,2018,2,6,8
Denmark,Iceland,2018,0,0,0
Finland,Wales,2018,0,1,1
Italy,Switzerland,2018,3,0,3
Belgium,Czech Republic,2018,1,2,3
Austria,Spain,2018,0,2,2
Slovakia,South Africa,2018,0,0,0
Hungary,North Korea,2018,0,2,2
Poland,Jordan,2018,2,0,2
Mexico,Latvia,2018,5,0,5
Ukraine,Romania,2018,0,0,0
Northern Ireland,Kazakhstan,2018,2,0,2
England,France,2018,4,1,5
United States,Germany,2018,1,0,1
Portugal,Australia,2018,0,0,0
China PR,Norway,2018,0,2,2
Russia,Canada,2018,0,1,1
Sweden,South Korea,2018,1,1,2
Japan,Iceland,2018,2,1,3
Denmark,Netherlands,2018,2,3,5
Wales,Italy,2018,0,3,3
Switzerland,Finland,2018,4,0,4
Czech Republic,Austria,2018,0,2,2
Spain,Belgium,2018,0,0,0
North Korea,Slovakia,2018,1,0,1
South Africa,Hungary,2018,1,0,1
Latvia,Poland,2018,0,2,2
Jordan,Mexico,2018,1,5,6
Romania,Northern Ireland,2018,1,1,2
Kosovo,Ukraine,2018,0,2,2
United States,France,2018,1,1,2
Germany,England,2018,2,2,4
Jordan,Latvia,2018,3,2,5
Mexico,Poland,2018,1,0,1
Kosovo,Kazakhstan,2018,1,1,2
Ukraine,Northern Ireland,2018,3,1,4
Portugal,Norway,2018,2,0,2
Australia,China PR,2018,2,0,2
Sweden,Russia,2018,3,0,3
South Korea,Canada,2018,0,3,3
Japan,Denmark,2018,2,0,2
Iceland,Netherlands,2018,0,0,0
Finland,Italy,2018,2,2,4
Switzerland,Wales,2018,0,0,0
Belgium,Austria,2018,2,0,2
Spain,Czech Republic,2018,2,0,2
South Africa,North Korea,2018,0,0,0
Hungary,Slovakia,2018,1,1,2
Kazakhstan,Latvia,2018,1,2,3
Jordan,Romania,2018,1,2,3
Northern Ireland,Kosovo,2018,0,1,1
Poland,Ukraine,2018,0,0,0
China PR,Russia,2018,2,1,3
Iceland,Denmark,2018,1,1,2
South Korea,Norway,2018,3,2,5
Canada,Japan,2018,2,0,2
Portugal,Australia,2018,2,1,3
France,Germany,2018,3,0,3
United States,England,2018,1,0,1
Hungary,Finland,2018,0,2,2
Slovakia,Czech Republic,2018,2,5,7
Wales,Austria,2018,1,1,2
South Africa,Belgium,2018,1,2,3
North Korea,Switzerland,2018,2,1,3
Italy,Spain,2018,0,2,2
Japan,Ghana,2018,7,1,8
Colombia,Uruguay,2018,7,0,7
Chile,Paraguay,2018,1,1,2
Senegal,Algeria,2018,2,1,3
Libya,Ethiopia,2018,0,8,8
Congo,Central African Republic,2018,2,0,2
Kenya,Uganda,2018,1,0,1
Tanzania,Zambia,2018,3,3,6
Ecuador,Venezuela,2018,0,1,1
Brazil,Argentina,2018,3,1,4
Bosnia and Herzegovina,Russia,2018,1,6,7
Switzerland,Scotland,2018,1,0,1
Croatia,Ukraine,2018,0,3,3
Hungary,Sweden,2018,1,4,5
Austria,Serbia,2018,1,1,2
Namibia,Zimbabwe,2018,0,2,2
United States,Mexico,2018,4,1,5
Paraguay,Peru,2018,3,0,3
Chile,Colombia,2018,1,1,2
England,Wales,2018,0,0,0
Poland,Albania,2018,1,1,2
Republic of Ireland,Slovakia,2018,2,1,3
Netherlands,Northern Ireland,2018,7,0,7
Slovenia,Iceland,2018,0,2,2
Moldova,Italy,2018,1,3,4
Belgium,Portugal,2018,1,1,2
Finland,Spain,2018,0,2,2
Morocco,Ivory Coast,2018,1,1,2
Lesotho,Eswatini,2018,1,0,1
China PR,Thailand,2018,4,0,4
Jordan,Philippines,2018,1,2,3
Argentina,Bolivia,2018,3,0,3
Brazil,Ecuador,2018,8,0,8
Germany,Czech Republic,2018,4,0,4
Japan,Vietnam,2018,4,0,4
Australia,South Korea,2018,0,0,0
Central African Republic,Congo,2018,1,1,2
United States,Mexico,2018,6,2,8
Uruguay,Peru,2018,1,1,2
Colombia,Paraguay,2018,5,1,6
Uganda,Kenya,2018,0,0,0
Zambia,Tanzania,2018,1,1,2
Zimbabwe,Namibia,2018,2,0,2
Venezuela,Bolivia,2018,8,0,8
Ecuador,Argentina,2018,3,6,9
Kazakhstan,Russia,2018,0,3,3
Croatia,Hungary,2018,1,3,4
Denmark,Ukraine,2018,1,0,1
Equatorial Guinea,Kenya,2018,2,0,2
Philippines,China PR,2018,0,3,3
Jordan,Thailand,2018,1,6,7
Colombia,Peru,2018,3,0,3
Chile,Uruguay,2018,1,0,1
Bosnia and Herzegovina,England,2018,0,2,2
Albania,Belarus,2018,1,0,1
Scotland,Poland,2018,3,0,3
Republic of Ireland,Netherlands,2018,0,2,2
Northern Ireland,Norway,2018,0,3,3
Slovenia,Germany,2018,0,4,4
Faroe Islands,Iceland,2018,0,5,5
Italy,Belgium,2018,2,1,3
Moldova,Romania,2018,0,0,0
Israel,Serbia,2018,0,1,1
Austria,Spain,2018,0,1,1
Algeria,Senegal,2018,2,0,2
Ethiopia,Libya,2018,7,0,7
Ivory Coast,Morocco,2018,0,0,0
Gambia,Burkina Faso,2018,2,1,3
Eswatini,Lesotho,2018,1,2,3
South Korea,Japan,2018,0,0,0
Vietnam,Australia,2018,0,8,8
Ecuador,Bolivia,2018,0,1,1
Brazil,Venezuela,2018,4,0,4
Paraguay,Uruguay,2018,2,1,3
Chile,Peru,2018,5,0,5
Jordan,China PR,2018,1,8,9
Thailand,Philippines,2018,3,1,4
Argentina,Venezuela,2018,2,0,2
Bolivia,Brazil,2018,0,7,7
Japan,Australia,2018,1,1,2
South Korea,Vietnam,2018,4,0,4
Colombia,Argentina,2018,1,3,4
Chile,Brazil,2018,1,3,4
Philippines,South Korea,2018,0,5,5
Australia,Thailand,2018,2,2,4
China PR,Japan,2018,1,3,4
Brazil,Argentina,2018,3,0,3
Chile,Colombia,2018,0,0,0
China PR,Thailand,2018,3,1,4
Japan,Australia,2018,1,0,1
Chile,Argentina,2018,4,0,4
Brazil,Colombia,2018,3,0,3
Burkina Faso,Gambia,2018,2,1,3
Dominican Republic,Puerto Rico,2018,0,0,0
Cuba,Aruba,2018,11,0,11
Anguilla,Aruba,2018,1,2,3
Cuba,Puerto Rico,2018,2,2,4
Jamaica,Guadeloupe,2018,13,0,13
Haiti,Martinique,2018,2,0,2
Puerto Rico,Anguilla,2018,10,0,10
Dominican Republic,Cuba,2018,1,5,6
Aruba,Puerto Rico,2018,0,5,5
Dominican Republic,Anguilla,2018,3,0,3
Martinique,Jamaica,2018,0,3,3
Haiti,Guadeloupe,2018,11,0,11
Anguilla,Cuba,2018,0,4,4
Dominican Republic,Aruba,2018,3,0,3
Guadeloupe,Martinique,2018,0,3,3
Haiti,Jamaica,2018,2,2,4
Dominica,Saint Kitts and Nevis,2018,1,2,3
Trinidad and Tobago,U.S. Virgin Islands,2018,10,0,10
U.S. Virgin Islands,Grenada,2018,3,0,3
Trinidad and Tobago,Dominica,2018,3,0,3
Saint Kitts and Nevis,Grenada,2018,10,0,10
U.S. Virgin Islands,Dominica,2018,0,3,3
Saint Lucia,Curaçao,2018,2,1,3
Antigua and Barbuda,Saint Vincent and the Grenadines,2018,1,0,1
Barbados,Suriname,2018,2,1,3
Guyana,Bermuda,2018,2,2,4
Grenada,Dominica,2018,1,1,2
Trinidad and Tobago,Saint Kitts and Nevis,2018,1,1,2
Saint Vincent and the Grenadines,Saint Lucia,2018,1,2,3
